GENE        	noTX	1buff_12h	1buff_24h	1buff_48h	wnt3a_12h	wnt3a_24h	wnt3a_48h	wnt5a_12h	wnt5a_24h	wnt5a_48h
AKR1E2      	0	0	0	0	0	0	0	0	0	0
AKR7A2      	24	18	23	21	17	22	25	26	22	21
AKR7A2P1    	1	1	2	2	2	2	2	2	2	1
AKR7A3      	0	0	0	1	0	0	0	0	0	0
AKR7L       	0	0	0	0	1	0	0	0	0	0
AKT1        	57	52	53	61	41	34	31	38	30	31
AKT1S1      	20	17	18	17	12	10	14	11	9	9
AKT2        	9	7	9	9	7	7	8	8	6	7
AKT3        	8	8	8	7	6	8	9	9	9	8
AKTIP       	0	0	0	0	0	0	0	0	0	0
ALAD        	3	3	3	3	3	3	3	3	2	2
ALAS1       	16	15	17	17	14	17	17	20	16	15
ALAS2       	0	0	0	0	0	0	0	0	0	0
ALB         	0	0	0	0	0	0	0	0	0	0
ALCAM       	0	0	0	0	0	0	0	0	0	0
ALDH16A1    	6	5	6	6	4	5	5	5	4	5
ALDH18A1    	0	0	0	0	0	0	0	0	0	0
ALDH1A1     	0	0	0	0	0	0	0	0	0	0
ALDH1A2     	0	0	0	0	0	0	0	0	0	0
ALDH1A3     	0	0	0	0	0	0	0	0	0	0
ALDH1B1     	9	8	8	8	8	9	11	12	10	9
ALDH1L1     	0	0	0	0	0	0	0	0	0	0
ALDH1L2     	0	0	0	0	0	0	0	0	0	0
ALDH2       	14	18	15	17	14	15	17	14	12	12
ALDH3A1     	0	0	0	0	0	0	0	0	0	0
ALDH3A2     	11	8	10	10	9	14	14	16	13	14
ALDH3B1     	0	0	0	0	0	0	0	0	0	0
ALDH3B2     	0	0	0	0	0	0	0	0	0	0
ALDH4A1     	4	5	4	3	3	3	4	4	3	2
ALDH5A1     	0	0	0	0	0	0	0	0	0	0
ALDH6A1     	6	5	7	5	5	6	7	7	6	6
ALDH7A1     	12	12	12	13	12	14	13	16	12	13
ALDH8A1     	0	0	0	0	0	0	0	0	0	0
ALDH9A1     	7	6	7	7	6	10	11	12	9	8
ALDOA       	247	236	199	224	186	171	162	161	151	147
ALDOB       	0	0	0	0	0	0	0	0	0	0
ALDOC       	11	8	10	8	7	10	10	9	9	9
ALG1        	1	0	1	1	1	0	1	0	0	1
ALG10       	2	2	2	2	2	2	2	2	2	2
ALG10B      	1	2	1	1	1	1	1	1	1	1
ALG11       	5	3	4	4	4	4	5	5	5	4
ALG12       	7	7	9	6	8	8	9	9	7	8
ALG13       	0	0	8	0	6	0	0	8	0	0
ALG14       	11	14	13	12	11	18	17	17	16	19
ALG1L       	0	0	0	0	0	0	0	0	0	0
ALG1L2      	0	0	0	0	0	0	0	0	0	0
ALG2        	4	5	6	4	6	6	6	7	6	6
ALG3        	32	32	28	32	32	32	29	26	27	23
ALG5        	20	24	25	23	20	32	32	32	26	30
ALG6        	4	4	5	4	4	6	8	7	6	6
ALG8        	33	37	30	31	29	37	41	42	38	38
ALG9        	0	0	0	0	0	0	0	0	0	0
ALK         	1	1	1	1	1	1	1	1	1	1
ALKBH1      	3	3	3	2	2	4	3	4	3	4
ALKBH2      	34	27	26	25	26	21	25	17	16	14
ALKBH3      	7	7	8	8	7	10	12	13	10	9
ALKBH4      	4	4	3	0	3	0	3	4	0	4
ALKBH5      	10	10	12	11	10	12	12	13	10	10
ALKBH6      	13	12	8	7	6	6	5	6	6	5
ALKBH7      	21	16	22	19	16	21	21	23	17	16
ALKBH8      	2	2	3	3	4	5	5	4	4	4
ALLC        	0	0	0	0	0	0	0	0	0	0
ALMS1       	7	6	8	7	7	10	13	11	11	10
ALMS1P      	0	0	0	0	0	0	0	0	0	0
ALOX12      	0	0	0	0	0	0	0	0	0	0
ALOX12B     	0	0	0	0	0	0	0	0	0	0
ALOX12P2    	0	0	0	0	0	0	0	0	0	0
ALOX15      	0	0	0	0	0	0	0	0	0	0
ALOX15B     	0	0	0	0	0	0	0	0	0	0
ALOX5       	0	0	0	0	0	0	0	0	0	0
ALOX5AP     	0	0	0	0	0	1	0	1	0	0
ALOXE3      	0	0	0	0	0	0	0	0	0	0
ALPI        	0	0	0	0	0	0	0	0	0	0
ALPK1       	0	0	0	0	0	0	0	0	0	0
ALPK2       	1	0	0	0	0	0	0	1	0	0
ALPK3       	0	0	0	0	0	0	0	0	0	0
ALPL        	21	19	20	18	29	23	29	15	14	14
ALPP        	0	0	0	0	0	0	0	0	0	0
ALPPL2      	0	0	0	0	0	0	0	0	0	0
ALS2        	4	4	4	5	4	4	5	5	5	4
ALS2CL      	0	0	0	0	0	0	0	0	0	0
ALS2CR11    	0	0	0	0	0	0	0	0	0	0
ALS2CR12    	0	0	0	0	0	0	0	0	0	0
ALS2CR8     	2	1	1	1	1	1	2	2	1	2
ALX1        	3	3	4	5	5	5	5	6	6	6
ALX3        	0	0	0	1	0	1	0	0	0	0
ALX4        	0	0	0	0	0	0	0	0	0	0
AMACR       	7	7	7	7	7	8	9	9	10	11
AMBN        	0	0	0	0	0	0	0	0	0	0
AMBP        	0	0	1	0	0	0	0	0	0	0
AMBRA1      	4	4	5	4	4	5	4	5	4	4
AMD1        	20	19	20	21	21	28	28	27	23	25
AMDHD1      	0	0	1	0	0	0	0	0	0	0
AMDHD2      	2	2	3	2	3	2	2	3	2	2
AMELX       	0	0	0	0	0	0	0	0	0	0
AMELY       	0	0	0	0	0	0	0	0	0	0
AMFR        	6	6	7	6	5	7	7	7	6	6
AMH         	2	2	2	2	1	1	2	2	2	1
AMHR2       	0	0	0	0	0	0	0	0	0	0
AMICA1      	0	0	0	0	0	0	0	0	0	0
AMIGO1      	1	1	1	1	0	0	0	1	0	1
AMIGO2      	4	5	6	5	4	5	4	6	5	4
AMIGO3      	2	2	2	2	2	1	2	2	1	2
AMMECR1     	5	3	4	4	4	5	6	6	6	6
AMMECR1L    	0	5	0	0	0	0	0	0	4	0
AMN         	0	0	0	0	0	0	0	0	0	0
AMN1        	5	6	8	5	6	9	9	10	8	9
AMOT        	13	12	13	14	20	20	21	15	14	13
AMOTL1      	7	7	8	8	8	10	11	12	10	9
AMOTL2      	11	11	13	11	10	12	13	14	12	12
AMPD1       	0	0	0	0	0	0	0	0	0	0
AMPD2       	10	9	9	9	9	8	8	7	7	6
AMPD3       	0	1	0	0	0	0	0	1	0	0
AMPH        	8	8	8	7	7	7	8	10	7	7
AMT         	1	1	0	0	0	1	0	0	0	0
AMTN        	0	0	0	0	0	0	0	0	0	0
AMY1A       	0	0	0	0	0	0	0	0	0	0
AMY1B       	0	0	0	0	0	0	0	0	0	0
AMY1C       	0	0	0	0	0	0	0	0	0	0
AMY2A       	0	0	0	0	0	0	0	0	0	0
AMY2B       	0	0	0	0	0	0	0	0	0	0
AMZ1        	0	0	0	0	0	0	0	0	0	0
AMZ2        	29	0	0	0	0	0	34	0	34	31
AMZ2P1      	2	1	1	2	2	2	2	2	2	1
ANAPC1      	1	1	1	1	1	1	1	1	1	1
ANAPC10     	0	0	0	0	0	0	0	0	0	0
ANAPC11     	126	112	117	127	92	119	102	120	0	105
ANAPC13     	27	32	33	30	27	48	47	47	44	48
ANAPC16     	13	14	15	15	12	16	16	18	15	16
ANAPC2      	2	3	3	3	3	4	4	4	3	3
ANAPC4      	3	3	4	5	4	5	7	7	5	5
ANAPC5      	16	14	15	13	12	20	21	20	18	15
ANAPC7      	18	18	21	19	17	26	26	30	24	25
ANG         	1	3	0	1	1	1	1	1	1	0
ANGEL1      	3	3	2	3	3	3	3	3	3	2
ANGEL2      	10	9	10	8	8	11	12	12	12	10
ANGPT1      	0	0	0	0	0	0	0	0	0	0
ANGPT2      	0	0	0	0	0	0	0	0	0	0
ANGPT4      	0	0	0	0	0	0	0	0	0	0
ANGPTL1     	0	1	0	0	1	0	0	1	1	0
ANGPTL2     	5	4	5	4	5	7	7	6	6	4
ANGPTL3     	0	0	0	0	0	0	0	0	0	0
ANGPTL4     	0	0	0	0	0	0	0	0	0	0
ANGPTL5     	0	0	0	0	0	0	0	0	0	0
ANGPTL6     	0	0	0	0	0	0	0	0	0	0
ANGPTL7     	0	0	0	0	0	0	0	0	0	0
ANK1        	0	1	0	0	1	0	0	0	0	0
ANK2        	4	4	5	4	3	4	4	5	5	4
ANK3        	4	4	5	4	3	5	5	6	5	4
ANKAR       	0	0	0	0	0	0	0	0	0	0
ANKDD1A     	1	0	0	0	1	0	0	0	0	0
ANKFN1      	0	0	0	0	0	0	0	0	0	0
ANKFY1      	9	8	10	8	9	11	13	14	12	11
ANKH        	1	1	1	1	1	1	1	2	1	1
ANKHD1      	14	13	14	13	14	17	20	23	20	19
ANKHD1-EIF4EBP3	2	3	2	2	2	4	6	3	3	2
ANKIB1      	4	5	5	5	5	7	7	8	6	6
ANKK1       	0	0	0	0	0	0	0	0	0	0
ANKLE1      	0	0	0	0	0	0	0	0	0	0
ANKLE2      	11	11	12	12	11	15	17	18	16	16
ANKMY1      	1	1	1	1	1	1	1	1	0	1
ANKMY2      	5	6	7	6	5	8	9	7	7	7
ANKRA2      	4	4	4	4	3	3	4	4	4	5
ANKRD1      	0	0	0	0	0	0	0	0	0	0
ANKRD10     	10	10	13	12	11	18	19	21	17	19
ANKRD11     	6	6	7	6	5	7	6	9	7	7
ANKRD12     	3	2	0	2	3	3	3	3	3	3
ANKRD13A    	8	7	9	9	7	12	12	13	10	11
ANKRD13B    	13	11	13	12	11	13	13	14	13	13
ANKRD13C    	4	4	4	4	4	5	4	5	5	5
ANKRD13D    	5	6	6	6	5	4	4	4	3	4
ANKRD16     	10	7	8	7	7	8	8	8	8	5
ANKRD17     	17	16	18	16	15	22	25	28	22	20
ANKRD18A    	0	0	0	0	0	0	0	0	0	0
ANKRD19P    	3	3	3	2	2	2	3	3	2	3
ANKRD2      	0	0	0	0	0	0	0	0	0	0
ANKRD20A1   	0	0	0	0	0	0	0	0	0	0
ANKRD20A2   	0	0	0	0	0	0	0	0	0	0
ANKRD20A3   	0	0	0	0	0	0	0	0	0	0
ANKRD20A4   	0	0	0	0	0	0	0	0	0	0
ANKRD20A5P  	0	0	0	0	0	0	0	0	0	0
ANKRD20A8P  	0	0	0	0	0	0	0	0	0	0
ANKRD20A9P  	0	0	0	0	0	0	0	0	0	0
ANKRD22     	0	0	0	0	0	0	0	0	0	0
ANKRD23     	1	1	0	0	1	0	1	1	0	1
ANKRD24     	0	0	0	0	0	0	0	0	0	0
ANKRD26     	2	2	2	2	2	2	3	3	2	2
ANKRD26P1   	0	0	0	0	0	0	0	0	0	0
ANKRD26P3   	0	0	0	0	0	0	0	0	0	0
ANKRD27     	1	1	1	2	1	2	2	2	2	1
ANKRD28     	3	3	3	4	4	4	5	5	4	3
ANKRD29     	0	0	0	0	0	0	0	0	0	0
ANKRD30A    	0	0	0	0	0	0	0	0	0	0
ANKRD30B    	0	0	0	0	0	0	0	0	0	0
ANKRD30BL   	0	0	0	0	0	0	0	0	0	0
ANKRD30BP2  	0	0	0	0	0	0	0	0	0	0
ANKRD31     	0	0	0	0	0	0	0	0	0	0
ANKRD32     	4	3	3	3	3	5	5	5	5	4
ANKRD33     	0	0	0	0	0	0	0	0	0	0
ANKRD33B    	0	0	0	0	1	0	1	0	0	0
ANKRD34A    	0	0	0	0	0	0	0	0	0	0
ANKRD34B    	0	0	0	0	0	0	0	0	0	0
ANKRD34C    	0	0	0	0	0	0	0	0	0	0
ANKRD35     	0	0	0	0	0	0	0	0	0	0
ANKRD36     	0	0	0	0	0	0	0	0	0	0
ANKRD36B    	0	0	0	0	0	0	0	0	0	0
ANKRD36BP1  	1	2	2	2	2	2	2	2	2	1
ANKRD36BP2  	0	0	0	0	0	0	0	0	0	0
ANKRD37     	0	0	0	0	0	1	1	0	1	0
ANKRD39     	15	13	11	14	12	16	14	18	13	16
ANKRD40     	13	12	16	13	12	15	16	17	15	15
ANKRD42     	1	1	1	1	1	1	1	1	1	1
ANKRD43     	0	0	0	0	0	0	0	0	0	0
ANKRD44     	1	1	1	1	1	1	1	1	1	2
ANKRD45     	1	1	1	1	1	1	1	1	1	2
ANKRD46     	6	5	7	6	5	8	9	9	7	6
ANKRD49     	6	4	6	5	5	7	7	7	6	7
ANKRD5      	0	0	0	0	0	0	2	0	0	0
ANKRD50     	6	7	7	7	5	7	9	11	11	10
ANKRD52     	5	5	5	4	4	4	5	5	4	4
ANKRD53     	0	0	0	0	0	0	0	0	0	0
ANKRD54     	0	0	0	0	0	0	0	0	0	0
ANKRD55     	0	0	0	0	0	0	0	0	0	0
ANKRD56     	0	0	1	0	0	0	0	0	0	0
ANKRD57     	7	6	7	7	6	10	10	8	8	8
ANKRD58     	0	0	1	1	0	0	0	1	0	0
ANKRD6      	4	0	0	0	0	0	0	0	0	0
ANKRD62P1-PARP4P3	0	0	0	0	0	0	0	0	0	0
ANKRD63     	0	0	0	0	0	0	0	0	0	0
ANKRD7      	0	0	0	0	0	0	0	0	0	0
ANKRD9      	7	7	9	8	6	6	6	8	6	7
ANKS1A      	4	4	4	4	3	4	4	5	4	4
ANKS1B      	0	0	0	0	8	0	0	0	0	0
ANKS3       	2	2	2	4	3	2	1	2	2	1
ANKS4B      	0	0	0	0	0	0	0	0	0	0
ANKS6       	3	3	3	3	3	3	3	3	3	3
ANKUB1      	0	0	0	0	0	0	0	0	0	0
ANKZF1      	5	5	5	4	4	4	4	0	3	3
ANLN        	18	17	0	19	18	27	27	29	24	23
ANO1        	0	0	0	0	0	0	0	0	0	0
ANO10       	7	6	6	6	5	7	8	7	6	5
ANO2        	0	1	1	1	1	1	1	1	1	1
ANO3        	0	0	0	0	0	0	0	0	0	0
ANO4        	1	1	1	1	2	1	1	2	1	2
ANO5        	0	0	0	0	0	0	0	0	0	0
ANO6        	0	0	0	0	7	0	10	0	0	0
ANO7        	0	0	0	0	0	0	0	0	0	0
ANO8        	3	2	2	3	2	2	2	2	2	2
ANO9        	0	0	0	0	0	0	0	0	0	0
ANP32A      	37	32	42	38	31	41	40	50	39	39
ANP32B      	37	33	43	35	31	39	38	47	34	37
ANP32C      	0	0	0	0	0	0	3	3	0	0
ANP32D      	4	3	3	3	4	3	4	4	3	3
ANP32E      	63	59	63	59	55	60	61	69	53	55
ANPEP       	0	0	0	0	0	0	0	0	0	0
ANTXR1      	18	18	21	18	16	21	24	27	23	21
ANTXR2      	4	4	4	3	4	5	6	6	5	5
ANTXRL      	0	0	0	0	0	0	0	0	0	0
ANUBL1      	2	3	3	3	3	3	4	3	2	3
ANXA1       	9	7	9	7	5	5	4	12	11	12
ANXA10      	0	0	0	0	0	0	0	0	0	0
ANXA11      	0	0	0	0	0	0	0	0	0	0
ANXA13      	0	0	0	0	0	0	0	0	0	0
ANXA2       	10	9	10	11	7	8	6	12	11	11
ANXA2P1     	0	1	0	0	0	0	0	0	0	0
ANXA2P2     	8	7	8	11	7	8	5	13	9	9
ANXA2P3     	0	0	0	0	1	0	0	1	1	1
ANXA3       	0	0	0	0	0	0	0	0	0	0
ANXA4       	2	2	2	2	2	2	2	3	2	2
ANXA5       	41	36	42	38	31	47	43	57	40	41
ANXA6       	10	10	11	11	8	10	10	11	9	8
ANXA7       	11	11	14	10	10	15	17	19	15	14
ANXA8       	0	0	0	0	0	0	0	0	0	0
ANXA8L1     	0	0	0	0	0	0	0	0	0	0
ANXA8L2     	0	0	0	0	0	0	0	0	0	0
ANXA9       	0	0	0	0	0	0	0	0	0	0
AOAH        	0	0	0	0	0	0	0	0	0	0
AOC2        	0	0	0	0	0	0	1	0	0	0
AOC3        	0	0	0	0	0	0	0	0	0	0
AOC4        	0	0	0	0	0	0	0	0	0	0
AOX1        	0	0	0	0	0	0	0	0	0	0
AOX2P       	0	0	0	0	0	0	0	0	0	0
AP1AR       	8	8	7	7	8	9	10	9	9	8
AP1B1       	0	0	0	0	0	18	0	0	15	0
AP1B1P1     	0	0	0	0	0	0	0	0	0	0
AP1G1       	0	0	0	0	0	0	0	0	0	0
AP1G2       	0	0	1	0	0	0	0	0	0	0
AP1M1       	32	30	30	32	28	25	26	26	21	22
AP1M2       	0	0	1	0	0	0	0	0	0	0
AP1S1       	17	14	18	17	13	14	15	18	12	12
AP1S2       	17	17	21	19	14	22	21	29	23	25
AP1S3       	0	0	0	0	0	0	0	1	0	0
AP2A1       	13	11	12	12	12	12	14	13	11	11
AP2A2       	0	0	0	0	6	8	0	0	0	0
AP2B1       	0	19	22	20	0	0	25	26	0	0
AP2M1       	0	0	0	0	0	0	0	0	0	0
AP2S1       	388	321	316	363	278	264	251	213	235	227
AP3B1       	10	10	10	10	9	13	15	16	14	13
AP3B2       	1	2	2	2	2	2	3	2	2	2
AP3D1       	27	30	30	29	27	30	29	29	27	29
AP3M1       	17	15	19	16	15	26	28	29	24	24
AP3M2       	0	0	0	8	6	10	11	11	10	10
AP3S1       	13	13	15	13	11	14	14	17	14	16
AP3S2       	0	0	0	0	0	0	0	0	0	0
AP4B1       	2	2	2	2	2	0	0	2	2	2
AP4E1       	2	2	3	2	3	3	3	3	3	3
AP4M1       	6	5	6	4	4	5	4	5	4	4
AP4S1       	3	4	3	5	3	4	4	4	3	5
APAF1       	0	0	0	0	5	0	0	0	4	0
APBA1       	0	0	1	0	0	0	0	0	0	0
APBA2       	0	0	0	0	0	0	0	0	0	0
APBA3       	3	2	2	2	1	2	2	2	1	1
APBB1       	21	19	19	22	14	15	16	18	16	16
APBB1IP     	0	0	0	0	0	0	0	0	0	0
APBB2       	0	0	0	0	0	0	0	0	0	0
APBB3       	0	0	0	0	0	0	0	0	0	0
APC         	9	9	10	9	9	12	15	17	14	15
APC2        	5	4	5	5	3	4	4	5	4	4
APCDD1      	8	7	8	9	13	16	19	11	9	8
APCDD1L     	0	0	0	0	0	0	0	0	0	0
APCS        	0	0	0	0	0	0	0	0	0	0
APEH        	9	8	10	9	6	10	10	12	9	9
APEX1       	206	198	203	194	180	217	197	203	188	197
APEX2       	6	5	5	4	6	6	6	6	5	6
APH1A       	110	104	83	98	76	46	41	38	37	42
APH1B       	5	6	6	5	4	4	5	6	5	5
API5        	0	0	0	0	0	0	0	0	0	0
APIP        	3	3	3	3	2	3	3	5	4	3
APITD1      	15	15	16	14	13	19	17	18	16	16
APITD1-CORT 	10	7	11	12	8	9	11	13	10	10
APLF        	4	4	3	3	3	4	4	5	4	4
APLN        	5	5	6	6	3	4	3	6	5	4
APLNR       	5	6	4	5	4	2	2	3	3	2
APLP1       	0	0	0	0	0	0	0	0	0	0
APLP2       	119	128	103	108	105	85	80	89	83	84
APOA1       	1	1	1	0	0	1	1	0	1	1
APOA1BP     	34	29	34	31	31	41	40	45	32	32
APOA2       	0	0	0	0	0	0	0	0	0	0
APOA4       	0	0	0	0	0	0	0	0	0	0
APOA5       	0	0	0	0	0	0	0	0	0	0
APOB        	0	0	0	0	0	0	0	0	0	0
APOBEC1     	0	0	0	0	0	0	0	0	0	0
APOBEC2     	0	0	0	1	0	0	1	1	0	0
APOBEC3A    	1	1	0	0	0	0	0	0	0	0
APOBEC3B    	8	5	6	7	4	6	5	8	8	8
APOBEC3C    	7	5	8	6	5	5	6	6	5	4
APOBEC3D    	0	1	0	0	0	0	0	0	0	0
APOBEC3F    	2	2	1	2	1	1	1	1	1	1
APOBEC3G    	0	0	0	1	0	0	0	0	0	0
APOBEC3H    	0	0	0	0	0	0	0	0	0	0
APOBEC4     	0	0	0	0	0	0	0	0	0	0
APOBR       	0	0	0	0	0	0	0	0	0	0
APOC1       	7	2	9	4	4	5	5	5	6	3
APOC1P1     	0	0	0	0	0	0	0	0	0	0
APOC2       	0	0	0	0	0	0	0	0	0	0
APOC3       	0	0	0	0	0	0	0	0	0	0
APOC4       	0	0	0	0	0	0	0	0	0	0
APOC4-APOC2 	0	0	0	0	0	0	0	0	0	0
APOD        	0	0	0	0	0	0	0	0	0	0
APOE        	11	8	13	12	8	10	11	13	12	10
APOF        	0	0	0	0	0	0	0	0	0	0
APOH        	0	0	0	0	0	0	0	0	0	0
APOL1       	0	0	0	0	0	0	0	0	0	0
APOL2       	4	4	5	4	3	4	4	6	4	3
APOL3       	0	0	0	0	0	0	0	0	0	0
APOL4       	0	0	0	0	0	0	0	0	0	0
APOL5       	0	0	0	0	0	0	0	0	0	0
APOL6       	0	0	0	0	0	0	0	0	0	0
APOLD1      	6	6	7	6	7	9	9	9	8	9
APOM        	6	4	4	6	4	6	9	9	9	8
APOO        	19	17	16	19	16	17	17	15	15	14
APOOL       	3	3	3	3	3	3	3	3	3	3
APP         	73	0	0	0	60	58	0	0	0	59
APPBP2      	12	12	14	12	11	16	18	19	18	16
APPL1       	5	5	5	5	5	6	7	7	6	6
APPL2       	11	11	12	12	10	14	15	18	16	15
APRT        	194	161	158	171	155	174	142	133	129	117
APTX        	0	0	0	0	0	0	0	0	0	0
AQP1        	0	0	0	0	0	0	0	0	0	0
AQP10       	0	0	0	0	0	0	0	0	0	0
AQP11       	1	2	1	1	1	2	2	2	1	1
AQP12A      	0	0	0	0	0	0	0	0	0	0
AQP12B      	0	0	0	0	0	0	0	0	0	0
AQP2        	0	0	0	0	0	0	0	0	0	0
AQP3        	1	2	1	1	2	1	1	1	1	1
AQP4        	0	0	0	0	0	0	0	0	0	0
AQP5        	0	1	0	1	1	0	0	1	0	0
AQP6        	0	0	0	0	0	0	0	0	0	0
AQP7        	0	0	0	0	0	0	0	0	0	0
AQP7P1      	0	0	0	0	0	0	0	0	0	0
AQP7P3      	0	0	0	0	0	0	0	0	0	0
AQP8        	1	0	0	0	0	0	0	0	0	0
AQP9        	0	0	0	0	0	0	0	0	0	0
AQPEP       	0	0	0	0	0	0	0	0	0	0
AQR         	7	6	8	6	7	8	10	9	9	8
AR          	4	4	5	4	2	3	3	5	4	3
ARAF        	8	8	9	9	8	9	10	10	10	9
ARAP1       	3	3	4	4	3	2	2	3	2	1
ARAP2       	1	1	1	1	0	0	1	1	1	1
ARAP3       	5	5	5	5	3	5	5	6	6	5
ARC         	1	1	1	1	1	1	1	1	1	1
ARCN1       	18	17	19	17	16	21	24	24	21	19
AREG        	0	0	0	0	0	0	0	0	0	0
ARF1        	58	57	58	55	49	57	51	54	51	51
ARF3        	26	26	28	25	23	28	29	37	28	28
ARF4        	45	39	50	44	42	45	44	57	45	44
ARF5        	28	33	37	32	30	29	30	36	25	24
ARF6        	8	8	9	7	8	9	9	11	8	9
ARFGAP1     	0	0	0	0	0	0	0	0	0	0
ARFGAP2     	24	28	20	23	14	15	14	14	12	14
ARFGAP3     	16	16	16	15	13	19	20	21	19	20
ARFGEF1     	5	6	7	5	6	7	8	8	7	7
ARFGEF2     	3	3	3	3	3	4	5	5	4	4
ARFIP1      	18	17	19	19	15	24	24	26	23	25
ARFIP2      	8	8	10	8	7	9	10	12	9	9
ARFRP1      	0	0	0	0	0	0	0	0	4	0
ARG1        	0	0	0	0	0	0	0	0	0	0
ARG2        	11	11	11	12	11	16	15	15	15	12
ARGFX       	0	0	0	0	0	0	0	0	0	0
ARGFXP2     	0	0	0	0	0	0	0	0	0	0
ARGLU1      	39	31	41	35	30	37	37	47	36	35
ARHGAP1     	12	11	11	11	10	10	12	13	11	9
ARHGAP10    	1	1	1	1	0	0	0	1	1	1
ARHGAP11A   	8	8	9	8	8	12	14	14	11	11
ARHGAP11B   	0	0	0	0	0	0	0	0	0	0
ARHGAP12    	7	6	6	6	7	9	8	9	8	8
ARHGAP15    	0	0	0	0	0	0	0	0	0	0
ARHGAP17    	11	10	11	11	9	11	12	13	12	11
ARHGAP18    	1	2	1	1	2	1	1	1	1	1
ARHGAP19    	5	5	5	5	5	6	6	7	5	5
ARHGAP19-SLIT1	0	0	0	0	0	1	0	0	0	0
ARHGAP20    	1	1	1	1	1	1	0	1	1	1
ARHGAP21    	3	3	4	3	3	4	3	5	4	4
ARHGAP22    	2	1	1	1	1	1	1	2	2	2
ARHGAP23    	7	6	7	6	5	5	5	7	6	6
ARHGAP24    	0	1	1	1	2	2	2	1	1	1
ARHGAP25    	0	0	0	0	0	0	0	0	0	0
ARHGAP26    	1	0	0	0	0	1	0	1	2	0
ARHGAP27    	1	0	0	0	0	0	0	0	0	0
ARHGAP28    	3	3	3	3	3	4	4	5	5	5
ARHGAP29    	2	1	2	2	2	2	1	2	2	2
ARHGAP30    	0	0	0	0	0	0	0	0	0	0
ARHGAP31    	1	1	1	1	1	1	2	1	1	1
ARHGAP32    	6	5	6	5	5	7	9	8	7	8
ARHGAP33    	6	6	4	4	5	3	3	3	3	2
ARHGAP35    	9	9	11	9	8	11	12	13	11	10
ARHGAP36    	0	0	0	0	0	0	0	0	0	0
ARHGAP39    	2	2	2	2	2	2	2	2	1	2
ARHGAP4     	0	0	0	0	0	0	0	0	0	0
ARHGAP40    	0	0	0	0	0	0	0	0	0	0
ARHGAP42    	1	1	1	1	2	1	2	1	1	2
ARHGAP44    	0	0	2	2	3	0	0	0	0	0
ARHGAP5     	0	0	0	0	0	0	0	0	0	0
ARHGAP6     	1	1	2	1	1	1	1	2	2	2
ARHGAP8     	0	0	0	0	0	0	0	0	0	0
ARHGAP9     	0	0	0	0	0	0	0	0	0	0
ARHGDIA     	170	193	173	183	160	132	133	129	138	144
ARHGDIB     	2	2	2	2	1	0	1	3	2	2
ARHGDIG     	0	0	0	0	0	0	0	0	0	0
ARHGEF1     	0	3	0	0	0	1	0	1	0	1
ARHGEF10    	3	3	4	3	5	5	6	5	4	5
ARHGEF10L   	3	4	4	4	3	3	4	3	3	3
ARHGEF11    	0	4	0	4	0	3	4	4	3	4
ARHGEF12    	10	10	0	0	0	13	0	0	0	14
ARHGEF15    	0	0	0	0	0	0	0	0	0	0
ARHGEF16    	1	1	1	1	1	1	1	1	1	1
ARHGEF17    	3	3	3	3	2	2	2	3	3	2
ARHGEF18    	4	4	4	4	4	3	3	3	3	3
ARHGEF19    	1	1	1	1	1	1	1	1	1	1
ARHGEF2     	0	0	0	0	0	0	0	0	0	0
ARHGEF25    	8	8	7	9	6	7	6	8	7	7
ARHGEF26    	3	3	3	3	3	3	4	4	4	3
ARHGEF26-AS1	0	0	0	0	0	0	0	0	0	0
ARHGEF3     	1	0	1	1	0	0	1	0	0	1
ARHGEF33    	0	0	0	0	0	0	0	0	0	0
ARHGEF35    	0	0	0	0	0	0	0	0	0	0
ARHGEF37    	0	0	0	0	0	0	0	0	0	0
ARHGEF38    	0	0	0	0	0	0	0	0	0	0
ARHGEF4     	2	2	1	1	1	1	1	1	1	1
ARHGEF40    	10	9	10	9	9	8	10	12	9	9
ARHGEF5     	0	0	0	0	0	0	0	0	0	0
ARHGEF6     	2	2	2	1	1	1	1	3	3	2
ARHGEF7     	17	18	17	0	14	14	0	16	0	0
ARHGEF9     	5	6	6	6	7	6	8	7	6	5
ARID1A      	26	24	28	25	22	29	32	36	29	30
ARID1B      	0	0	0	0	0	0	0	0	0	0
ARID2       	13	12	15	12	12	17	21	22	18	16
ARID3A      	4	4	4	4	6	5	7	4	4	3
ARID3B      	2	2	2	2	1	2	2	2	2	2
ARID3C      	0	0	0	0	0	0	0	0	0	0
ARID4A      	4	0	5	0	4	5	6	0	6	0
ARID4B      	7	7	7	7	6	8	10	10	9	9
ARID5A      	3	3	2	2	3	4	4	3	2	3
ARID5B      	7	7	7	6	5	5	5	9	8	7
ARIH1       	5	5	6	4	5	7	7	8	7	7
ARIH2       	8	8	9	8	8	11	12	12	9	8
ARL1        	20	18	21	19	16	26	27	29	24	25
ARL10       	3	2	2	2	2	2	2	2	2	1
ARL11       	0	0	0	0	0	0	0	0	0	0
ARL13A      	0	0	0	0	0	0	0	0	0	0
ARL13B      	0	0	8	7	0	8	0	10	9	0
ARL14       	0	0	0	0	0	0	0	0	0	0
ARL15       	2	3	2	2	2	3	2	3	2	2
ARL16       	12	11	15	14	12	15	17	19	15	15
ARL17A      	0	0	0	0	0	0	0	0	0	0
